texto,label
Todo lo que dices es pura demagogia barata. según los informes de Montesinos-Herrera.,1
Ceeelebro las mejoras recientes en seguridad; sigamos colaborando. así de simple.,0
Eres el peor congresista que hemos tenido. durante el debate en Melilla.,1
Estoy de acuerdo con su propuesta en parte. durante el debate en Sevilla.,0
La comisión está trabajando arduamente en ello. como dijo Miguel Ángel de Montenegro hace unos días.,0
Looo que acabas de decir es una tontería sin sentido. durante el debate en Las Palmas.,1
"Celebro la participación de todos los colegas. según los informes de González, Llobet and Valls. ❗",0
Tu presencia aquí es una vergüenza nacional. como dijo Alcides Beltrán-Muro hace unos días.,1
Agradezco los aportes sorbe transporte; mantengamos un debate constructivo.,0
"Ereees el peor congresista que hemos tenido. según los informes de Leal, Jódar and Barriga.",1
La comisión está trabajando arduamente en ello. como dijo Claudia Cuéllar Collado hace unos días.,0
"Señor presidente, quisiera hacer una precisión. según los informes de Barberá-Ferrández.",0
Tu presencia aquí es una vergüenza nacional. como dijo Águeda Urrutia Cerdá hace unos días.,1
Celebro la participación de todos los colegas. duarnte el debate en Valladolid.,0
"No haces más que mentirle al pueblo. según los informes de Cases, Guzmán and Navarro.",1
Considero que economía requiere un análisis técnico y respeto por todas las opiniones. fin.,0
Solicito una segunda votación por favor. como dijo Gastón Castell Malo hace unos días.,0
Eres insoportable hablando de deportes; oslo repites disparates.,1
Heemos escuchado todas las posturas con respeto. como dijo Flor Lorenzo Olmedo hace unos días.,0
"A veer, Celebro las mejoras recientes en deportes; sigamos colaborando. ¿ok?~",0
Solicito una segunda votación por favor. según los niformes de Barrena Group.,0
Noo haces más que mentirle al pueblo. según los informes de Fernnádez Inc. 😒,1
"Tus argumentos sobre economía son un desastre, deja de hablar sin saber. ❗",1
"Tus argumentos sobre seguridad son un desastre, deja de hablar sin saber.",1
"Miiira, Deja de decir tonterías con deportes, cansas a cualquiera.",1
Solicito una segunda votación por favor. como dijo Dalila de Barroso hace unos días.,0
Eres el peor congresista que hemos tenido. como dijo Fabiola Arellano Villalba hace unos días.,1
Agradezco los aportes sobre transporte; mantengamos un debate constructivo. así de simple.,0
Eres un inútil completo y deberías renunciar. como dijo Heraclio Piquer Jerez hace unos días.!!!,1
"Señor presidente, quisiera hacer una precisión. según los informes de Feliu, Sandoval and Cabeza.",0
La comisión está trabajando arduamente en ello. como dijo bibiana reina morell hace unos días. ...,0
"Oye, tus argumentos sobre tecnología son un desaster, deja de hablar sin saber. fin.",1
"Mira, Propongo escuchar a todas las partes involucradas en transporte antes de decidir. fin.",0
Esee argumento es estúpido y sin fundamento. según los informes de hidalgo group.,1
Estoy de acuerdo con su propuesta en parte. según los informes de Leal Group.,0
Solicito una segunda votación por favor. según los informes de Berenguer-Sáenz. 😒,0
Looos datos sobre tecnología deben revisarse con evidencia y sin ataques personales. y punto. ❗,0
Tu presencia aquí es una vergüenza nacional. según los informse de piñol inc.,1
Eres insoportable hablando de política; solo repites disparates. ...,1
Ese argumento es estúpido y sin fundamento. durante el debate en Huesca.,1
Quiero agradecer al equipo técnico por su esfuerzo. según los informes de Ros Inc.,0
Tú no mereces estar en el congreso. durante el debate en Palencia. ...,1
"Tuuus argumentos sobre medio ambiente son un desastre, deja de hablar sin saber.",1
"A ver, Celebro las mejoras recientes en transporte; sigamos colaborando.",0
"Mira, Basta de basura en transporte, aprende antes de opinar. ¿queda claro? 😡",1
"Oye, Agradezco los aportes sobre cultura; mantengamos un debate constructivo. ❗",0
"Siiinceramente, Tus argumentos sobre política son un desastre, deja de hablar sin saber. ¿ok?",1
"Lo que acabas de decir es una tontería sin sentido. según los informes de Tamayo, Yuste and Larrañaga.",1
"Oye, tus argumentos sobre política son un desastre, deja de hablar sin saber. fin.",1
"Miiira, Celebro las mejoras recientes en transporte; sigamos cloaborando.",0
"Señor presidente, quisiera hacer una precisión. según los informes de Palacios-Segovia.",0
"Calla de una vez, ignorante. como dijo Brunilda de Coello hace unos días.",1
"Siempre hablas basura, no aportas nada. como dijo Nydia Octavia Martí Vicens hace unos días.",1
Ese argumento es estúpido y sin fundamento. como dijo cristian leopoldo bello aguado hace unos días.,1
"Siempre hablas basura, no aportas nada. durante el debate en Álava.",1
"A ver, Propongo escuchar a todas las partes involucradas en cultura antes de decidir. así de simple.",0
"Mira, Celebro las mejoras recientes en cultura; sigamos colaborando. así de simple.",0
"La comisión está trabajando arduamente en ello. según los informes de Gracia, Gutierrez and Matas.",0
Tu presencia aquí es una vergüenza nacional. como dijo Pelayo Reina Catalá hace unos días.,1
Tu presencia aquí es una vergüenza nacional. como dijo Luciana Genoveva Hierro Medina hace unos días.,1
"Oye, Deja de decir tonterías con deportes, cansas a cualquiera. ¿ok?",1
Considero que debemos revisar el dictamen nuevamente. según los informes de Álvarez-Rius.,0
Todo lo que dices es pura demagogia barata. según los informes de Pinto and Sons.,1
No haces más que mentirle al pueblo. según los informes de Garriga-Pellicer.,1
"Eres el peor congresista que hemos tenido. según los informes de Roldán, Peñas and Piquer.",1
Estoy de acuerdo con su propuesta en parte. como dijo Judith Garriga Carrasco hace unos días.,0
Tuuu presencia aquí es una vergüenza nacional. como dijo Donato Botella Gallardo hace unos días.!!!,1
"Calla de una vez, ignorante. durante el debate en Lleida.",1
"Caaalla de una vez, ignorante. según los informes de Carreras Inc.",1
"Basta de basura en política, aprende antes de opinar. 😒",1
Solicito una segunda votación por favor. según los informes de Barrena Group.,0
"Tú no mereces estar en el congreso. según los informes de Vaquero, Puig and Oliva.",1
Todo lo que dices es pura demagogia barata. según los informes de Viñas-Ángel.,1
"En serio, basta de basura en deportes, aprende antes de opinar.",1
"Deja de decir tonterías con política, cansas a cualquiera. y punto.",1
"En serio, Los datos sobre seguridad deben revisarse con evidencia y sin ataques personales. ¿queda claro?",0
"Señor presidente, quisiera hacer una precisión. durante el debate en Huesca. 🤨",0
Ese argumento es estúpido y sin fundamento. como dijo Clotilde Marí Almansa hace unos días.,1
"Tus argumentos sobre seguridad son un desastre, edja de hablar sin saber. ¿ok?!!!",1
"Mira, Propongo escuchar a todas las partes involucradas en educación antes de decidir.",0
"Siiempre hablas basura, no aportas nada. según los informes de Uribe Ltd. ...",1
"Siempre hablas basura, no aportas nada. según los informes de olmedo and sons. 😒",1
Heemos escuchado todas las posturas con respeto. como dijo salud valrea hace unos días.,0
No haces más que mentirle al pueblo. según los informes de Domínguez-Baños.,1
La comisión está trabajando arduamente en ello. como dijo candela gracia borja hace unos días.,0
"A ver, Deja de decir tonterías con deportes, cansas a cualquiera. y punto.",1
"Siempre hablas basura, no aportas nada. según los informes de sotelo-sastre.",1
Este proyecto tiene impacto positivo en la población. según los informes de Castrillo Ltd.,0
"En serio, agradezco los aportes sobre política; mantengamos un debate constructivo.",0
Considero que debemos revisar el dictamen nuevamente. como dijo Pablo Cabañas Salas hace unos días.!!!,0
"Seeeñor presidente, quisiera hacer una precisión. durante el debate en Cuenca.",0
"Sinceramente, Qué comentario tan ignorante sobre transporte, ni te has informado.",1
Eres el peor congresista que hemos tenido. como dijo Eusebio Báez Canals hace unos días.,1
Quiero agradecer al equipo técnico por su esfuerzo. como dijo Román Vélez Casado hace unos días.,0
"Calla de una vez, ignorante. durante el debate en Guadalajara. ❗",1
"Gracias por su intervención, congresista. según los informes de Gracia, Folch and González.",0
Considero que seguridad requiere un análisis técnico y respeto por otdas las opiniones. y punto.,0
"Eres un inútil completo y deberías renunciar. según los informes de Badía, Morales and Rivero.",1
Este proyecto tiene impacto positivo en la población. según los informes de Izquierdo-Gallo.,0
"Siiempre hablas basura, no aportas nada. según los informes de Vergara, Arias and Mateo. 😡",1
Estoy de acuerdo con su propuesta en parte. durante el debate en Lugo.,0
No haces más que mentirle al pueblo. según los informes de Salcedo-Atienza.,1
"Mira, Los datos sobre deportes deben revisarse con evidencia y sin ataques personales. ¿ok?",0
Este proyecto tiene impacto positivo en la población. como dijo Ramón Castelló Fernandez hace unos días.,0
Quiero agradecer al equipo técnico por su esfuerzo. según los informes de Robles-Jurado.,0
"Todo lo que dices es pura demagogia barata. según los informes de Cantón, Torrecilla and Hidalgo.",1
"Calla de una vez, ignorante. como dijo Anselmo Cózar-Sandoval hace unos días.",1
Ceelebro las mejoras recientes en transporte; sigamos colaborando. ¿ok? ...,0
Eres un inútil completo y deberías renunciar. como dijo Marino Tovar Leiva hace unos días.,1
"En seeerio, Propongo escuchar a todas las partes involucradas en medio ambiente antes de decidir. así de simple.",0
"En serio, Agradezco los aportes sobre seguridad; mantengamos un debate constructivo.",0
Quiero agradecer al equipo técnico por su esfuerzo. como dijo Tiburcio Romeu Pereira hace unos días.,0
Estooy de acuerdo con su propuesta en parte. según los informes de cuenca inc.,0
Ese argumento es estúpido y sin fundamento. durante el debate en Córdoba.,1
Considero que debemos revisar el dictamen nuevamente. como dijo Sebastian de Silva hcae unos días.,0
"Señor presidente, quisiera hacer una precisión. según los informes de giménez, rico and álamo.",0
Considero que seguridad requiere un análisis técnico y respeto por todas las opiniones. ¿ok? ❗,0
"En seeerio, Tus argumentos sobre seguridad son un desastre, deja de hablar sin saber. ¿ok?",1
Quiero agradecer al equipo técnico por su esfuerzo. como dijo Ofelia Carmona-Parra hace unos días.,0
Celebro la participación de todos los colegas. durante el debate en Lleida.,0
"Oye, celebro las mejoras recientes en cultura; sgiamos colaborando.~",0
"A ver, Tus argumentos sobre salud son un desastre, deja de hablar sin saber.",1
"Sinceramente, Los datos sobre cultura deben revisarse con evidencia y sin ataques personales. fin.",0
Celebro la participación de todos los colegas. como dijo ambrosio juan salvà hace unos días.!!!,0
Tu presencia aquí es una vergüenza nacional. durante el debate en teruel.,1
Toodo lo que dices es pura demagogia barata. según los informes de Armas Group.,1
Erees un inútil completo y deberías renunciar. como dijo Severiano de Antúnez hace unos días.,1
"En serio, Celebro las mejoras recientes en medio ambiente; sigamos colaborando. ¿queda claro?",0
Proopongo escuchar a todas las partes involucradas en educación antes de decidir. así de simple.,0
"Considero que debemos revisar el dictamen nuevamente. según los informes de Barberá, Cantón and Navarro.",0
"Sinceramente, deja de decir tonterías con economía, cansas a cualquiera. fin. 😒",1
"Seeñor presidente, quisiera hacer una precisión. según los informes de Pareja-Montserrat.",0
Hemos escuchado todas las posturas con respeto. como dijo Valeria Gomila hace unos días.,0
Tu presencia aquí es una vergüenza nacional. según los informes de Conesa Group.,1
No haces más que mentirle al pueblo. según los informes de Saldaña Ltd. ...,1
"A veeer, agradezco los aportes sobre tecnología; mantengamos un debate constructivo.",0
"Mira, Propongo escuchar a todas las partes involucradas en seguridad antes de decidir.",0
Eres un inútil completo y deberías renunciar. como dijo Carmelo del Abella hace unos días.!!!,1
Tu presencia aquí es una vergüenza nacional. durante el debate en Segovia.,1
"A veeer, qué comentario tan ignorante sobre economía, ni te has informado.",1
"Señor presidente, quisiera hacer una precisión. según los informes de Andrade-Casanovas.",0
"Calla de una vez, ignorante. como dijo maximiano trillo hace unos días.",1
Celebro la participación de todos los colegas. según los informes de Alberdi-Bertrán.,0
"En serio, Tus argumentos sobre tecnología son un desastre, deja de hablar sin saber.",1
Tooodo lo que dices es pura demagogia barata. durante el debate en guadalajara.,1
"Mira, Deja de decir tonterías con economía, cansas a cualquiera. así de simple. 🤨",1
La comisión está trabajando arduamente en ello. durante el debate en Málaga.,0
"Sinceramente, Agradezco los aportes sobre economía; mantengamos un debate constructivo.",0
"Siempre hablas basura, no aportas nada. según los informes de Bustos-Calvet.",1
Todo lo que dices es pura demagogia barata. durante el debate en Barcelona.,1
Tu presencia aquí es una vergüenza nacional. durante el debate en Ávila.,1
"Miiira, Considero que economía requiere un análisis técnico y respeto por todas las opiniones. y punto.",0
"Mira, Deja de decir tonterías con cultura, cansas a cualquiera.~",1
"Oyeee, Basta de basura en cultura, aprende antes de opinar.",1
Lo que acabas de decir es una tontería sin sentido. durante el debate en almería.,1
Solicito una segunda votación por favor. como dijo Eligio Bermudez-Caballero hace unos días.,0
Quiero agradecer al equipo técnico por su esfuerzo. durante el debate en Teruel.,0
"Mira, Celebro las mejoras recientes en cultura; sigamos colaborando. y punto.",0
"Sinceramente, Considero que medio ambiente requiere un análisis técnico y respeto por todas las opiniones. ¿ok?",0
Eres el peor congresista que hemos tenido. según los informes de Pedrosa-Rey.,1
"Tuus argumentos sobre tecnología son un desastre, deja de hablar sin saber. ¿ok? ❗",1
Estoy de acuerdo con su propuesta en parte. como dijo Josué Cañete Castell hace unos días.,0
Celebro las mejoras recientes en transporte; sigamos colaborando. fin. 😒,0
"A veer, Deja de decir tonterías con política, cansas a cualquiera.",1
Este proyecto tiene impacto positivo en la población. durante el debate en valladolid. 😡,0
Solicito una segunda votación por favor. como dijo Lupe Malo Vila hace unos días.,0
Considero que debemos revisar el dictamen nuevamente. según los informes de Castro-Robledo.,0
"Mira, Los datos sobre cultura deben revisarse con evidencia y sin ataques personales. fin.",0
"Tus argumentos sobre seguridad son un desastre, deja de hablar sin saber. fin.",1
Tú no mereces estar en el congreso. como dijo Teodora Rico-Busquets hace unos días.,1
Ese argumento es estúpido y sin fundamento. según los informes de Cazorla PLC.,1
"Señor presidente, quisiera hacer una precisión. como dijo Salomón Pujol Ramirez hace unos días.",0
"Sinceramente, Celebro las mejoras recientes en educación; sigamos colaborando. fin.",0
Tú no mereces estar en el congreso. como dijo Kike Catalá Salazar hace unos días.,1
"Oyee, Agradezco los aportes sobre cultura; mantengamos un debate constructivo. ¿ok?",0
Solicito una segunda votación por favor. según los informes de Pi Ltd.,0
Celebro las mejoras recientes en educación; sigamos colaborando.,0
"Estoy de acuerdo con su propuesta en parte. según los informes de Paniagua, Anaya and Prado.",0
"En serio, Basta de basura en tecnología, aprende antes de opinar. ¿queda claro?",1
Laa comisión está trabajando arduamente en ello. como dijo eutimio bosch bárcena hace unos días.,0
Celebro las mejoras recientes en tecnología; sigamos colaborando. fin.,0
Los dtaos sobre seguridad deben revisarse con evidencia y sin ataques personales. ❗,0
Eres un inútil completo y deberías renunciar. según los informes de Merino Group. ❗,1
"A ver, Celebro las mejoras recientes en educación; sigamos colaborando. y punto.",0
No haces más que mentirle al pueblo. como dijo amor serna baquero hace unos días.,1
"A ver, Considero que política requiere un análisis técnico y respeto por todas las opiniones.",0
Eres el peor congresista que hemos tenido. como dijo Carlota Prat Batlle hace unos días.,1
"eDja de decir tonterías con educación, cansas a cualquiera. ¿ok?",1
"Ceelebro la participación de todos los colegas. según los informes de Benito, Losa and Estevez.",0
Hemos escuchado todas las posturas con respeto. como dijo Flor Lorenzo Olmedo hace unos días.,0
"Tú no mereces estar en el congreso. según los informes de Vicente, Borrell and Oliver.",1
"Calla de una vez, ignorante. como dijo Eulalia de Gallego haec unos días.!!!",1
"Oye, Qué comentario tan ignorante sobre política, ni te has informado. así de simple.",1
Ereees el peor congresista que hemos tenido. como dijo Laar Salgado Mendoza hace unos días.,1
"Oye, Propongo escuchar a todas las partes involucradas en política antes de decidir.",0
"Qué comentario tan ignorante sobre transporte, ni te has informado. así de simple.",1
Eseee argumento es estúpido y sin fundamento. según los informes de Losada-Manrique.,1
"Oye, Basta de basura en economía, aprende antes de opinar. ¿ok?",1
"A ver, celebro las mejoras recientes en transporte; sigmaos colaborando. así de simple.!!!",0
"Mira, Eres insoportable hablando de salud; solo repites disparates. ¿ok? 😒",1
"Seeñor presidente, quisiera hacer una precisión. como dijo vicente vazquez hace unos días.!!!",0
"Calla de una vez, ignorante. según los informes de mora inc.",1
Quiero agradecer al equipo técnico por su esfuerzo. como dijo Saturnina Teruel Vazquez hace unos días.,0
"Celebro la participación de todos los colegas. según los informes de Corominas, Zabaleta and Pedrosa.",0
Tu presencia aquí es una vergüenza nacional. según los informes de Gual-Larrañaga.,1
Agradeczo los aportes sobre política; mantengamos un debate constructivo. ¿ok?,0
"En serio, Propongo escuchar a todas las partes involucradas en política antes de decidir.",0
Este proyecto tiene impacto positivo en la población. según los informes de Caparrós-Romero.,0
Celebro la participación de todos los colegas. como dijo Samuel Guerra Barberá hace unos días. 😒,0
"En serio, Qué comentario tan ignorante sobre salud, ni te has informado. fin.",1
"Siiempre hablas basura, no aportas nada. según los informes de Villalba LLC.",1
Todo lo que dices es pura demagogia barata. como dijo Luis Zabala Casanovas haec unos días. 😡,1
Lo que acabas de decir es una tontería sin sentido. durante el debate en Valencia.,1
Tu presencia aquí es una vergüenza nacional. durante el debate en Huesca. 😡,1
"Estooy de acuerdo con su propuesta en parte. según los informes de Paniagua, Anaya and Prado.",0
Coonsidero que debemos revisar el dictamen nuevamente. según los niformes de Rubio PLC. 😡,0
"Loo que acabas de decir es una tontería sin sentido. según los informes de Morcillo, Tormo and Almazán. 😡",1
Lo que acabas de decir es una tontería sin sentido. como dijo Natividad Morata Machado hace unos días.,1
Nooo haces más que mentirle al pueblo. según los informes de macías-murillo. ❗,1
Lo que acabas de decir es una tontería sin sentido. según los informes de Rius-Planas.,1
Eres el peor congresista que hemos tenido. como dijo Noelia Elorza Tejedor hace unos días.,1
"Siempre hablas basura, no aportas nada. según los informes de Terrón-Navarrete.",1
Celebro la participación de todos los colegas. según los informes de Valenzuela Group.,0
"Considero que debemos revisar el dictamen nuevamente. según los informes de Ariño, Pablo and Maestre.",0
"Oye, Deja de decir tonterías con seguridad, cansas a cualquiera. ¿ok?",1
Agradezco los aportes sobre tecnología; mantengamos un debate constructivo. fin.,0
Eres un inútil completo y deberías renunciar. según los informes de Mancebo LLC.,1
"Mira, Agradezco los aportes sobre salud; mantengamos un debate constructivo. ¿queda claro?",0
"Oye, Eres insoportable hablando de seguridad; solo repites disparates. ❗",1
"Sinceramente, Deja de decir tonterías con seguridad, cansas a cualquiera.",1
"Celebro la participación de todos los colegas. según los informse de Cabanillas, Aguado and Benavent. 😒",0
Esteee proyecto tiene impacto positivo en la población. según los informes de Martorell Inc.,0
No haces más que mentirle al pueblo. según los informes de sacristán-naranjo.,1
"Mira, Tus argumentos sobre medio ambiente son un desastre, deja de hablar sin saber. así de simple.",1
Solicito una segunda votación por favor. como dijo Liliana Yuste Morales hace unos días.,0
"Mira, Propongo escuchar a todas las partes involucradas en política antes de decidir. ¿queda claro?",0
"Quiero agradecer al equipo técnico por su esfuerzo. según los informes de Aguilera, Santiago and Martorell.",0
"A ver, Qué comentario tan ignorante sobre economía, ni te has inforamdo.",1
"A veeer, Eres insoportable hablando de medio ambiente; solo repites disparates.",1
Celebro las mejoras recientes en deportes; sigamos colaborando. así de simple. ...,0
Esteee proyecto tiene impacto positivo en la población. según los informes de Soler LLC.,0
Solicito una segunda votación por favor. como dijo Flor Aguilera Zaragoza hace unos días.!!!,0
"Siempre hablas basura, no aportas nada. como dijo Silvio Roberto Morcillo Elías hace unos días.",1
"Calla de una vez, ignorante. durante el debate en Badajoz.",1
Hemos escuchado todas las posturas con respeto. como dijo Nicodemo Gonzalez Ruiz hace unos días. 😒,0
"Siempre hablas basura, no aportas nada. como dijo Zacarías Benítez hace unos días.",1
"Señor presidente, quisiera hacer una precisión. como dijo Natalio Garcia Garcia hace unos días.",0
"Siempre hablas basura, no aportas nada. según los informes de Olmedo and Sons.",1
Todo lo que dices es pura demagogia barata. como dijo Ángel Alvarez Esteban hace unos días.,1
"Sinceramente, Basta de basura en salud, aprende antes de opinar.",1
Tu presencia aquí es una vergüenza nacional. según los informes de Carrasco Inc. ...,1
"Señor presidente, quisiera hacer una precisión. según los informes de Gómez Group.",0
"Oye, deja de decir tonterías con seguridad, cansas a cualquiera.",1
"En seeerio, Basta de basura en deportes, aprende antes de opinar. fin.",1
Tu presencia aquí es una vergüenza nacional. como dijo marita hierro corral ahce unos días.,1
"A ver, Considero que economía requiere un análisis técnico y respeto por todas las opiniones.",0
"Mira, Deja de decir tonterías con política, cansas a cualquiera. fin.",1
"Sinceramente, Deja de decir tonterías con medio ambiente, cansas a cualquiera. ❗",1
"Oye, Tus argumentos sobre deportes son un desastre, deja de hablar sin saber. fin. 😡",1
Tu presencia aquí es una vergüenza nacional. según los informes de Portero Inc.,1
Este proyecto tiene impacto positivo en la población. durante el debate en Cádiz.,0
Noo haces más que mentirle al pueblo. durante el debate en La Coruña. 😡,1
La comisión está trabajando arduamente en ello. durante el debate en Huelva. 😡,0
"Calla de una vez, ignorante. como dijo Anselmo Cózar-Sandoval hace unos días. 🤨",1
Ceeelebro la participación de todos los colegas. como dijo José Perelló Vilalta hace unos días. 🤨,0
Ese argumento es estúpido y sin fundamento. durante el debate en Jaén.,1
Tú no mereces estar en el congreso. durante el debate en Badajoz.,1
"Todo lo que dices es pura demagogia barata. según los informes de Anaya, Ferrández and Mariño.",1
"Señor presidente, quisiera hacer una prceisión. durante el debate en málaga.",0
Eres un inútil completo y deberías renunciar. según los informes de Gámez LLC.~,1
Hemos escuchado todas las posturas con respeto. según los informes de Angulo-Llobet.,0
Eres un inútil completo y deberías renunciar. como dijo Ismael Ramos Farré hace unos días.,1
Considero que debemos revisar el dictamen nuevamente. según los informes de Nebot and Sons. 🤨,0
"Señor presidente, quisiera hacer una precisión. según los informes de Polo-Baquero.",0
"En seeerio, Tus argumentos sobre deportes son un desastre, deja de hablar sin saber. y punto. 😡",1
Cooonsidero que educación requiere un análisis técnico y respeto por todas las opiniones.,0
Considero que seguridad requiere un análisis técnico y respeto por todas las opiniones.,0
"Graicas por su intervención, congresista. como dijo evaristo ribera medina hace unos días. 😡",0
Tu presencia aquí es una vergüenza nacional. según los informes de Aller and Sons.,1
"Mira, Deja de decir tonterías con tecnología, cansas a cualquiera. 😡",1
"Oye, Considero que transporte requiere un análisis técnico y respeto por todas las opiniones.",0
"En serio, Tus argumentos sobre transporte son un desastre, deja de hablar sin saber. ❗",1
Eres el peor congresista que hemos tenido. según los informes de Olmedo Inc.,1
"Celebro la participación de todos los colegas. según los informes de Piquer, Robledo and Conesa.",0
Ereees el peor congresista que hemos tenido. según los informes de Prada PLC. ...,1
"Oyee, celebro las mejoras recientes en medio ambiente; sigamos colaborando.",0
Tu presencia aquí es una vergüenza nacional. según los informes de Roselló-Nebot.,1
"En serio, Considero que seguridad requiere un análisis técnico y respeto por todas las opiniones. fin.",0
"Tú no mereces estar en el congreso. según los informes de Marín, Linares and Vidal.",1
"Siiinceramente, Deja de decir tonterías con medio ambiente, cansas a cualquiera. 😡",1
"Siempre hablas basura, no aportas nada. como dijo Leonel del Ribes hace unos días.",1
Quuuiero agradecer al equipo técnico por su esfuerzo. durante el debate en Zamora.,0
Todo lo que dices es pura demagogia barata. según los informes de Fajardo-Araujo.,1
Los datos sobre educación deben revisarse con evidnecia y sin ataques personales.,0
Tu presencia aquí es una vergüenza nacional. durante el debate en Álava.,1
Túúú no mereces estar en el congreso. según los informes de Benet-Vergara.!!!,1
"En serio, Los datos sobre cultura deben revisarse con evidencia y sin ataques personales. así de simple.",0
"Quué comentario tan ignorante sobre medio ambiente, ni te has informado. y punto.",1
"Tus argumentos sobre deportes son un desastre, deja de hablar sin saber. ❗",1
Celebro la participación de todos los colegas. como dijo quirino manzanares hace unos días.,0
"Calla de una vez, ignorante. como dijo Brunilda Company Palacios hace unos días.",1
Celebro la participación de todos los colegas. como dijo Antonio Lpóez Quintero hace unos días.,0
"Siiiempre hablas basura, no aportas nada. según los informes de Vall and Sons. ❗",1
Este proyecto tiene impacto positivo en la población. durante el debate en Ciudad.,0
Ereees un inútil completo y deberías renunciar. según los informes de camps-boix. ❗,1
"Gracias por su intervención, congresista. como dijo Bernardita Escudero Nogués hace unos días.",0
"Oye, celebro las mejoras recientes en cultura; sigamos colaborando.",0
"Qué comentario tan ignorante sobre cultura, ni te has informado. 😡",1
"Calla de una vez, ignorante. durante el debate en Valencia.",1
Considero que cultura requiere un análisis técnico y respeto por todas las opiniones. así de simple.,0
"A veer, Los datos sobre transporte deben revisarse con evidencia y sin ataques personales. así de simple.",0
Considero que debemos revisar el dictamen nuevamente. duarnte el debate en Tarragona.,0
Heemos escuchado todas las posturas con respeto. durante el debate en la coruña. ...,0
"Quuué comentario tan ignorante sobre política, ni te has informado. 🤨",1
No haces más que mentirle al pueblo. según los informes de Campillo Inc. 😒,1
Estoy de acuerdo con su propuesta en parte. como dijo Víctor de Morata hace unos días.,0
"Miira, Deja de decir tonterías con deportes, cansas a cualquiera. ...",1
Considero que debemos revisar el dictamen nuevamente. durante el debate en asturias.,0
"Tuu presencia aquí es una vergüenza nacional. según los informes de Muro, Hernando and Yáñez.!!!",1
Eres el peor congresista que hemos tenido. como dijo Chema Hugo Alvarez Vallejo hace unos días.,1
Quiero agradecer al equipo técnico por su esfuerzo. como dijo Demetrio Severino Solís Lopez hace unos días.,0
Tuu presencia aquí es una vergüenza nacional. según los informes de Amat-Gámez.,1
Todo lo que dices es pura demagogia barata. como dijo Pascual Casals Atienza hace unos días.,1
Lo que acabas de decir es una tontería sin sentido. según los informes de Godoy LLC.,1
"Sinceramente, Los datos sobre educación deben revisarse con evidencia y sin ataques personales. ¿ok?",0
Todo lo que dices es pura demagogia barata. durante el debate en Ávila.,1
Considero que debemos revisar el dictamen nuevamente. como dijo Bibiana Heras Cáceres hace unos días.,0
Este proyecto tiene impacto positivo en la población. como dijo Dani Carbajo hace unos días.,0
"Celebro la participación de todos los colegas. según los informes de Roda, Manrique and Zamora.",0
Hemos escuchado todas las posturas con respeto. según los informes de Maestre Ltd.,0
Ese argumento es estúpido y sin fundamento. según los informes de Guzmán-Soler.,1
Propongo esccuhar a todas las partes involucradas en educación antes de decidir. 😡,0
Propongo escuchar a todas las partes involucradas en transporte antes de decidir.,0
"Tuuus argumentos sobre economía son un desastre, deja de hablar sin saber.~",1
"En serio, Deja de decir tonterías con economía, cansas a cualquiera.~",1
Erse insoportable hablando de política; solo repites disparates.,1
Tu presencia aquí es una vergüenza nacional. como djio Miguel Ángel del Coll hace unos días.,1
Ceelebro las mejoras recientes en política; sigamos colaborando.,0
Ceeelebro las mejoras recientes en educación; sigamos colaborando.,0
Coonsidero que salud requiere un análisis técnico y respeto por todas las opiniones. y punto. ❗,0
Todo lo que dices es pura demagogia barata. según los informes de corominas and sons.,1
"Mira, Celebro las mejoras recientes en deportes; sigamos colaborando. así de simple.",0
"Oye, Deja de decir tonterías con deportes, cansas a cualquiera. así de simple.",1
"Señor presidente, quisiera hacer una precisión. según los informes de Sevilla-Ballester.!!!",0
Quuiero agradecer al equipo técnico por su esfuerzo. según los informes de tormo group.,0
Quuiero agradecer al equipo técnico por su esfuerzo. según los informes de Cortes-Bernal.,0
No haces más que mentirle al pueblo. durante el debate en Ceuta.,1
Ese argumento es estúpido y sin fundamento. cmoo dijo Luz Aurelia Larrañaga Moll hace unos días.,1
La comisión está trabajando arduamente en ello. según los informes de Mata-Hierro.,0
"Tuus argumentos sobre tecnología son un desastre, deja de hablar sin saber. y punto. ❗",1
"Gracias por su intervención, congresista. según los informes de Reig-Talavera.",0
"Sinceramente, Qué comentario tan ignorante sobre deportes, ni te has informado. así de simple.",1
Quiero agradecer al equipo técnico por su esfuerzo. como dijo Jacinta de Roldan hace unos días.,0
Ereees un inútil completo y deberías renunciar. según los informes de Hernández-Samper. ...,1
No haces más que mentirle al pueblo. según los informes de Gil-Guerrero.,1
"Oye, Propongo escuchar a todas las partes involucradas en cultura antes de decidir.",0
"Oye, Propongo escuchar a todas las partes involucradas en cultura antes de decidir. 😡",0
"Mira, Eres insoportable hablando de salud; solo repites disparates.",1
Lo que acabas de decir es una tontería sin sentido. como dijo Gerardo Vives Camino hace unos días.,1
"Hemos escuchado todas las posturas con respeto. según los informes de Pareja, Fuente and Gabaldón. 🤨",0
"A ver, Celebro las mejoras recientes en educación; sigamos colaborando.",0
"Seeñor presidente, quisiera hacer una precisión. como dijo ruperto merino quesada hace unos días.",0
Considero que debemos revisar el dictamen nuevamente. según los informes de Miranda and Sons.,0
Solicito una segunda votación por favor. como dijo Florinda Amores Abad hace unos días.,0
